level_0,molregno,stand_type,pchembl_value,stand_value,canonical_smiles,stand_inchi,chembl_id,tid,pref_name,index,scaffolds_murcko,scaffolds_generic,scaffolds_csk
173,615357,IC50,7.72,19.0,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCCN3CCCCC3)cc1)C1=C2CCOc2cc(O)ccc21,YLXFTHBZFPHABL-HKBQPEDESA-N,CHEMBL1087547,174,Estrogen receptor beta ,1,c1ccc2c(c1)OC(c1ccc(OCCCN3CCCCC3)cc1)C1=C2CCOc2ccccc21,CC1CCC2C(C1)CC(C1CCC(CCCCC3CCCCC3)CC1)C1C3CCC(C)CC3CCCC21,C1CCC(CCCCC2CCC(C3CC4CCCCC4C4CCCC5CCCCC5C34)CC2)CC1
174,301897,IC50,7.89,13.0,C[C@@H]1c2ccc(O)cc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,QZFNCDFOOSETTB-FXAGJUNHSA-N,CHEMBL362428,174,Estrogen receptor beta ,1,c1ccc(C2Cc3ccccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1,CC1CCC(C2C(C)C3CCC(C)CC3CC2C2CCC(CCCC3CCCCC3)CC2)CC1,C1CCC(CCCC2CCC(C3CC4CCCCC4CC3C3CCCCC3)CC2)CC1
175,354459,IC50,7.9,12.6,CCCC12CCC(=O)C(C)=C1c1ccc3[nH]ncc3c1C2,JMWDSHMQJWYUJH-UHFFFAOYSA-N,CHEMBL377171,174,Estrogen receptor beta ,1,O=C1C=C2c3ccc4[nH]ncc4c3CC2CC1,CCCC12CCC(C)C(C)C1C1CCC3CCCC3C1C2,C1CCC2C(C1)CC1C3CCCC3CCC21
176,308612,IC50,8.8,1.6,Oc1ccc(-c2cc3cc(O)cc(Cl)c3o2)cc1,OCILFYQUCSGLEE-UHFFFAOYSA-N,CHEMBL184448,174,Estrogen receptor beta ,1,c1ccc(-c2cc3ccccc3o2)cc1,CC1CCC(C2CC3CC(C)CC(C)C3C2)CC1,C1CCC(C2CC3CCCCC3C2)CC1
177,203847,IC50,7.06,87.0,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCC3)c(Br)c2)cc1,CXMOUKNCAVXSOQ-FTJBHMTQSA-N,CHEMBL123025,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3SC2c2ccc(OCCN3CCCC3)cc2)cc1,CC1CCC(C2CC3CC(C)CCC3CC2C2CCC(CCCC3CCCC3)C(C)C2)CC1,C1CCC(C2CC3CCCCC3CC2C2CCC(CCCC3CCCC3)CC2)CC1
178,2169956,IC50,7.68,21.0,COC[C@@H]1C[C@@H]2[C@H](CCC3C(O)CC[C@H]32)c2ccc(O)cc21,NMPCUPPFFBXPKH-AOPDBVIUSA-N,CHEMBL3960585,174,Estrogen receptor beta ,1,c1ccc2c(c1)CCC1C2CCC2CCCC21,CCCC1CC2C3CCC(C)C3CCC2C2CCC(C)CC12,C1CCC2C(C1)CCC1C3CCCC3CCC21
179,2297647,IC50,7.37,43.0,CCN(CC)C(=O)/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1,BMMMCQUWTBLEJS-FRKPEAEDSA-N,CHEMBL4225156,174,Estrogen receptor beta ,1,c1ccc(C2=C(c3ccccc3)c3ccccc3OCC2)cc1,CCC(CC)C(C)CCC1CCC(C2C(C3CCC(C)CC3)CCCC3CC(C)CCC32)CC1,C1CCC(C2CCCC3CCCCC3C2C2CCCCC2)CC1
180,615356,IC50,7.51,31.0,Oc1ccc2c(c1)O[C@H](c1ccc(OCCCN3CCCCC3)cc1)C1=C2CCOc2cc(O)ccc21,YLXFTHBZFPHABL-WJOKGBTCSA-N,CHEMBL1087546,174,Estrogen receptor beta ,1,c1ccc2c(c1)OC(c1ccc(OCCCN3CCCCC3)cc1)C1=C2CCOc2ccccc21,CC1CCC2C(C1)CC(C1CCC(CCCCC3CCCCC3)CC1)C1C3CCC(C)CC3CCCC21,C1CCC(CCCCC2CCC(C3CC4CCCCC4C4CCCC5CCCCC5C34)CC2)CC1
181,351066,IC50,8.82,1.5,CCCCC12CCC(=O)C(CCC)=C1c1ccc(O)cc1C2,UZDRXGWOSNDZDM-UHFFFAOYSA-N,CHEMBL209402,174,Estrogen receptor beta ,1,O=C1C=C2c3ccccc3CC2CC1,CCCCC12CCC(C)C(CCC)C1C1CCC(C)CC1C2,C1CCC2C(C1)CC1CCCCC12
182,307073,IC50,7.09,81.0,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H](O)C3)cc2)cc1,UUUTZMAUKQWQIO-QGUKFAFCSA-N,CHEMBL185114,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3OC2c2ccc(OCCN3CCCC3)cc2)cc1,CC1CCC(C2CC3CC(C)CCC3CC2C2CCC(CCCC3CCC(C)C3)CC2)CC1,C1CCC(C2CC3CCCCC3CC2C2CCC(CCCC3CCCC3)CC2)CC1
183,341447,IC50,8.17,6.7,Cc1c(O)cc(C)c2c1oc(=O)c1c(C)c(O)ccc12,YMCNZULRQVDFCL-UHFFFAOYSA-N,CHEMBL205934,174,Estrogen receptor beta ,1,O=c1oc2ccccc2c2ccccc12,CC1CC(C)C2C(CC(C)C3C(C)C(C)CCC32)C1C,C1CCC2C(C1)CCC1CCCCC12
184,354341,IC50,9.0,1.0,CCCC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]nc(F)c3c1C2,UHZDMCREDJRFHQ-SFHVURJKSA-N,CHEMBL384268,174,Estrogen receptor beta ,1,O=C1C=C2c3ccc4[nH]ncc4c3CC2CC1,CCCCC12CCC(C)C(C(C)(C)C)C1C1CCC3CCC(C)C3C1C2,C1CCC2C(C1)CC1C3CCCC3CCC21
185,326183,IC50,7.78,16.6,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCCCC4)cc3)c21,YAQWQZDYWQPKLI-UHFFFAOYSA-N,CHEMBL195371,174,Estrogen receptor beta ,1,c1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCCCC4)cc3)c21,CC1CCC2C(C1)CC1C3CCCCC3C(CC3CCC(CCCC4CCCCCC4)CC3)C21,C1CCCC(CCCC2CCC(CC3C4CCCCC4C4CC5CCCCC5C34)CC2)CC1
186,308634,IC50,8.1,7.9,N#CCc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,WDIBEWPLYCGEAL-UHFFFAOYSA-N,CHEMBL183152,174,Estrogen receptor beta ,1,c1ccc(-c2cc3ccccc3o2)cc1,CCCC1CC(C)C(C)C2CC(C3CCC(C)CC3)CC12,C1CCC(C2CC3CCCCC3C2)CC1
187,350732,IC50,7.96,11.0,CCCC12CCC(=O)C(C)=C1c1ccc(O)cc1C2,UXHYZGZHMBOLKB-UHFFFAOYSA-N,CHEMBL212418,174,Estrogen receptor beta ,1,O=C1C=C2c3ccccc3CC2CC1,CCCC12CCC(C)C(C)C1C1CCC(C)CC1C2,C1CCC2C(C1)CC1CCCCC12
188,164228,IC50,7.48,33.04,CC1(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc2CCN1c1cccc(O)c1,COAUZXWBCIRBQG-UHFFFAOYSA-N,CHEMBL328388,174,Estrogen receptor beta ,1,c1ccc(N2CCc3ccccc3C2c2ccc(OCCN3CCCC3)cc2)cc1,CC1CCC2C(CCC(C3CCCC(C)C3)C2(C)C2CCC(CCCC3CCCC3)CC2)C1,C1CCC(C2CCC3CCCCC3C2C2CCC(CCCC3CCCC3)CC2)CC1
189,304767,IC50,7.6,25.0,CC[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,UOZGUWHPVZIRDP-YNOBPPCASA-N,CHEMBL367350,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3OC2c2ccc(OCCN3CCCC3)cc2)cc1,CCC(CCC1CCC(C2CC3CCC(C)CC3CC2C2CCC(C)CC2)CC1)C1CCCC1,C1CCC(C2CC3CCCCC3CC2C2CCC(CCCC3CCCC3)CC2)CC1
190,350731,IC50,7.55,28.0,CCC12CCC(=O)C(C)=C1c1ccc(O)cc1C2,HDCICPRPCFHBGD-UHFFFAOYSA-N,CHEMBL212675,174,Estrogen receptor beta ,1,O=C1C=C2c3ccccc3CC2CC1,CCC12CCC(C)C(C)C1C1CCC(C)CC1C2,C1CCC2C(C1)CC1CCCCC12
191,447132,IC50,7.35,45.0,Oc1ccc(-c2nc3cc(O)cc(/C=C/Br)c3o2)cc1,LYKOIOVFPHLPCR-AATRIKPKSA-N,CHEMBL519051,174,Estrogen receptor beta ,1,c1ccc(-c2nc3ccccc3o2)cc1,CCCC1CC(C)CC2CC(C3CCC(C)CC3)CC21,C1CCC(C2CC3CCCCC3C2)CC1
192,1733130,IC50,7.39,41.0,Cc1cccc(N=C(c2ccc(O)cc2)c2ccc(O)cc2)c1,GTRGJBBUILKEKW-UHFFFAOYSA-N,CHEMBL3234615,174,Estrogen receptor beta ,1,c1ccc(N=C(c2ccccc2)c2ccccc2)cc1,CC1CCC(C(CC2CCCC(C)C2)C2CCC(C)CC2)CC1,C1CCC(CC(C2CCCCC2)C2CCCCC2)CC1
193,307281,IC50,7.4,40.0,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC5CC(C4)CC3C5)cc2)cc1,VKHAZLNFXPDJLK-GUUDQSQHSA-N,CHEMBL184371,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3OC2c2ccc(OCCN3CC4CC5CC(C4)CC3C5)cc2)cc1,CC1CCC(C2CC3CC(C)CCC3CC2C2CCC(CCCC3CC4CC5CC(C4)CC3C5)CC2)CC1,C1CCC(C2CC3CCCCC3CC2C2CCC(CCCC3CC4CC5CC(C4)CC3C5)CC2)CC1
194,350993,IC50,8.35,4.5,CCC12CCC(=O)C(Br)=C1c1ccc(O)cc1C2,HERJSFUZJZWWSX-UHFFFAOYSA-N,CHEMBL441537,174,Estrogen receptor beta ,1,O=C1C=C2c3ccccc3CC2CC1,CCC12CCC(C)C(C)C1C1CCC(C)CC1C2,C1CCC2C(C1)CC1CCCCC12
195,341457,IC50,7.66,22.0,Cc1c(O)c(Cl)c(C)c2c1c(=O)oc1c(Cl)c(O)ccc12,OZHCNLHMTXQNEO-UHFFFAOYSA-N,CHEMBL203348,174,Estrogen receptor beta ,1,O=c1oc2ccccc2c2ccccc12,CC1CCC2C(CC(C)C3C(C)C(C)C(C)C(C)C23)C1C,C1CCC2C(C1)CCC1CCCCC12
196,163996,IC50,7.09,82.04,CC1(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1,XAAZIBLMLWLEJF-UHFFFAOYSA-N,CHEMBL101997,174,Estrogen receptor beta ,1,c1ccc(N2CCc3ccccc3C2c2ccc(OCCN3CCCC3)cc2)cc1,CC1CCC(C2CCC3CC(C)CCC3C2(C)C2CCC(CCCC3CCCC3)CC2)CC1,C1CCC(C2CCC3CCCCC3C2C2CCC(CCCC3CCCC3)CC2)CC1
197,326094,IC50,7.51,31.0,CN(C)CCOc1ccc(Cn2c3ccc(O)cc3c3sc4cc(O)ccc4c32)cc1,FQMDYRGPORXIJD-UHFFFAOYSA-N,CHEMBL371072,174,Estrogen receptor beta ,1,c1ccc(Cn2c3ccccc3c3sc4ccccc4c32)cc1,CC(C)CCCC1CCC(CC2C3CCC(C)CC3C3CC4CC(C)CCC4C23)CC1,C1CCC(CC2C3CCCCC3C3CC4CCCCC4C23)CC1
198,330395,IC50,7.64,23.0,N#Cc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,ATMAXGYHJNCXIR-UHFFFAOYSA-N,CHEMBL371009,174,Estrogen receptor beta ,1,c1ccc(-c2ccc3ccccc3n2)cc1,CCC1CC(C2CCC(C)C(C)C2)CC2CCC(C)CC12,C1CCC(C2CCC3CCCCC3C2)CC1
199,322851,IC50,8.68,2.1,N#Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,NICMQGUSJRULBD-UHFFFAOYSA-N,CHEMBL192000,174,Estrogen receptor beta ,1,c1ccc(-c2ccc3ccccc3c2)cc1,CCC1CC(C)CC2CCC(C3CCC(C)C(C)C3)CC12,C1CCC(C2CCC3CCCCC3C2)CC1
200,341030,IC50,7.03,93.0,Cc1c(O)ccc2c1oc(=O)c1c(C)cccc12,BSCZPVUHFUQDQP-UHFFFAOYSA-N,CHEMBL204959,174,Estrogen receptor beta ,1,O=c1oc2ccccc2c2ccccc12,CC1CCC2C(CC(C)C3C(C)CCCC23)C1C,C1CCC2C(C1)CCC1CCCCC12
201,615216,IC50,7.73,18.5,CC(C)N(CCOc1ccc([C@@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1)C(C)C,IBWJCHNKSFDWMJ-HKBQPEDESA-N,CHEMBL1085899,174,Estrogen receptor beta ,1,c1ccc(C2Oc3ccccc3C3=C2c2ccccc2OCC3)cc1,CC1CCC2C(C1)CC(C1CCC(CCCC(C(C)C)C(C)C)CC1)C1C3CCC(C)CC3CCCC21,C1CCC(C2CC3CCCCC3C3CCCC4CCCCC4C23)CC1
202,307218,IC50,7.09,81.0,OC[C@@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,CEFNIUUIIQIRMU-SQMFLSJESA-N,CHEMBL359774,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3OC2c2ccc(OCCN3CCCC3)cc2)cc1,CCC1CCCC1CCCC1CCC(C2CC3CCC(C)CC3CC2C2CCC(C)CC2)CC1,C1CCC(C2CC3CCCCC3CC2C2CCC(CCCC3CCCC3)CC2)CC1
203,413657,IC50,7.6,25.0,C=C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,HZJNRURPDVTSAA-BPSSIEEOSA-N,CHEMBL250109,174,Estrogen receptor beta ,1,C1=C2CCCCC2C2CCC3CCCC3C2C1,CCC12CCC(C)CC1CCC1C2CCC2(C)C1CCC2(C)C,C1CCC2C(C1)CCC1C3CCCC3CCC21
204,109579,IC50,7.35,44.4,Oc1ccc([C@@H]2Sc3ccc(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,YFBBUNQHPDYKHQ-SXOMAYOGSA-N,CHEMBL71584,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1,CC1CCC(C2CC3CCC(C)CC3CC2C2CCC(CCCC3CCCCC3)CC2)CC1,C1CCC(CCCC2CCC(C3CC4CCCCC4CC3C3CCCCC3)CC2)CC1
205,202781,IC50,7.57,27.0,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2CCCN2CCCCC2)cc1,SGZMYPDLACFIAW-RBBKRZOGSA-N,CHEMBL122208,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3OC2CCCN2CCCCC2)cc1,CC1CCC(C2CC3CC(C)CCC3CC2CCCC2CCCCC2)CC1,C1CCC(CCCC2CC3CCCCC3CC2C2CCCCC2)CC1
206,308809,IC50,8.66,2.2,N#Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,GGEKOZPXKBYLNK-UHFFFAOYSA-N,CHEMBL363498,174,Estrogen receptor beta ,1,c1ccc(-c2cc3ccccc3o2)cc1,CCC1CC(C)CC2CC(C3CCC(C)CC3)CC12,C1CCC(C2CC3CCCCC3C2)CC1
207,322730,IC50,8.64,2.3,Oc1ccc(-c2cc(Cl)c3cc(O)ccc3c2)cc1,IVJIWGTXXHDRCU-UHFFFAOYSA-N,CHEMBL363367,174,Estrogen receptor beta ,1,c1ccc(-c2ccc3ccccc3c2)cc1,CC1CCC(C2CC(C)C3CC(C)CCC3C2)CC1,C1CCC(C2CCC3CCCCC3C2)CC1
208,1050244,IC50,7.2,63.0,C[C@]12CC[C@@H]3c4ccc(O)cc4C(O)[C@@H](Sc4ccc(Br)cc4)[C@H]3[C@@H]1CC[C@@H]2O,XEKKTAYAEIHJEA-IFDMWSDSSA-N,CHEMBL1627353,174,Estrogen receptor beta ,1,c1ccc(SC2Cc3ccccc3C3CCC4CCCC4C23)cc1,CC1CCC(CC2C(C)C3CC(C)CCC3C3CCC4(C)C(C)CCC4C23)CC1,C1CCC(CC2CC3CCCCC3C3CCC4CCCC4C23)CC1
209,394988,IC50,8.3,5.0,O/N=C/c1ccc(-c2ccc(O)cc2)c2ccccc12,VYQQTWUZKPWPRL-WOJGMQOQSA-N,CHEMBL395308,174,Estrogen receptor beta ,1,c1ccc(-c2cccc3ccccc23)cc1,CCCC1CCC(C2CCC(C)CC2)C2CCCCC12,C1CCC(C2CCCC3CCCCC32)CC1
210,354340,IC50,9.52,0.3,CCCC[C@@]12CCC(=O)C(CC)=C1c1ccc3[nH]nc(F)c3c1C2,DUTQYXPXGOBWIZ-FQEVSTJZSA-N,CHEMBL213829,174,Estrogen receptor beta ,1,O=C1C=C2c3ccc4[nH]ncc4c3CC2CC1,CCCCC12CCC(C)C(CC)C1C1CCC3CCC(C)C3C1C2,C1CCC2C(C1)CC1C3CCCC3CCC21
211,308655,IC50,7.5,32.0,COc1cc(O)c(C#N)c2cc(-c3ccc(O)cc3)oc12,QHWZUEKEQMHGGA-UHFFFAOYSA-N,CHEMBL187115,174,Estrogen receptor beta ,1,c1ccc(-c2cc3ccccc3o2)cc1,CCC1CC(C)C(CC)C2CC(C3CCC(C)CC3)CC12,C1CCC(C2CC3CCCCC3C2)CC1
212,322957,IC50,8.0,10.0,CC#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,IXKATZGQFWKGLK-UHFFFAOYSA-N,CHEMBL363633,174,Estrogen receptor beta ,1,c1ccc(-c2ccc3ccccc3c2)cc1,CCCC1CC(C2CCC(C)C(C)C2)CC2CCC(C)CC12,C1CCC(C2CCC3CCCCC3C2)CC1
213,364563,IC50,7.43,37.0,CC(C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,ZYVQEHNABDHJGN-KRWDZBQOSA-N,CHEMBL219577,174,Estrogen receptor beta ,1,O=C1CC(c2ccccc2)Oc2ccccc21,CC(C)CC1C(C)CC(C)C2C(C)CC(C3CCC(C)CC3)CC12,C1CCC(C2CCC3CCCCC3C2)CC1
214,319295,IC50,8.1,8.0,CCSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,YLPDFBMVGAQVIZ-UHFFFAOYSA-N,CHEMBL193108,174,Estrogen receptor beta ,1,O=C1C(c2ccccc2)=Cc2ccccc21,CCCC1C2CCC(C)CC2C(C)C1C1CCC(C)CC1,C1CCC(C2CC3CCCCC3C2)CC1
215,313082,IC50,7.34,46.0,Oc1ccc(-c2noc3ccc(O)cc23)cc1,SSWFRICEKZJJHY-UHFFFAOYSA-N,CHEMBL187069,174,Estrogen receptor beta ,1,c1ccc(-c2noc3ccccc23)cc1,CC1CCC(C2CCC3CCC(C)CC32)CC1,C1CCC(C2CCC3CCCCC32)CC1
216,341336,IC50,7.05,90.0,Cc1cc(C)c2c(c1)c(=O)oc1cc(O)ccc12,LTZNXKCOWADUFT-UHFFFAOYSA-N,CHEMBL380720,174,Estrogen receptor beta ,1,O=c1oc2ccccc2c2ccccc12,CC1CCC2C(C1)CC(C)C1CC(C)CC(C)C12,C1CCC2C(C1)CCC1CCCCC12
217,2299604,IC50,9.03,0.94,O=C(/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1)Nc1ccccc1,NTJSBSWXCDFDAL-CAOOACKPSA-N,CHEMBL4227113,174,Estrogen receptor beta ,1,O=C(C=Cc1ccc(C2=C(c3ccccc3)CCOc3ccccc32)cc1)Nc1ccccc1,CC1CCC(C2CCCC3CC(C)CCC3C2C2CCC(CCC(C)CC3CCCCC3)CC2)CC1,C1CCC(CCCCC2CCC(C3C4CCCCC4CCCC3C3CCCCC3)CC2)CC1
218,120893,IC50,7.05,90.0,Cc1cc(O)cc2c1N=C(c1ccc(O)c(Br)c1)C(C)O2,WWJZJWIIIZNMSR-UHFFFAOYSA-N,CHEMBL77620,174,Estrogen receptor beta ,1,c1ccc(C2=Nc3ccccc3OC2)cc1,CC1CC(C)C2CC(C3CCC(C)C(C)C3)C(C)CC2C1,C1CCC(C2CCC3CCCCC3C2)CC1
219,333967,IC50,7.3,49.7,Oc1ccc(-n2c(-c3cccs3)nc3ccccc32)cc1,PXPYVMYIZRSPDS-UHFFFAOYSA-N,CHEMBL200903,174,Estrogen receptor beta ,1,c1ccc(-n2c(-c3cccs3)nc3ccccc32)cc1,CC1CCC(C2C3CCCCC3CC2C2CCCC2)CC1,C1CCC(C2C3CCCCC3CC2C2CCCC2)CC1
220,615176,IC50,7.11,77.0,Oc1ccc2c(c1)OC(c1ccc(OCCN3CCCCC3)cc1)C1=C2CCCOc2cc(O)ccc21,OIQSBYJZYXZTOT-UHFFFAOYSA-N,CHEMBL1086644,174,Estrogen receptor beta ,1,c1ccc2c(c1)OC(c1ccc(OCCN3CCCCC3)cc1)C1=C2CCCOc2ccccc21,CC1CCC2C(C1)CC(C1CCC(CCCC3CCCCC3)CC1)C1C3CCC(C)CC3CCCCC21,C1CCC(CCCC2CCC(C3CC4CCCCC4C4CCCCC5CCCCC5C34)CC2)CC1
221,378699,IC50,7.31,48.6,Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,RWZWBBCTNYUKDP-UHFFFAOYSA-N,CHEMBL226329,174,Estrogen receptor beta ,1,c1ccc(-c2sc3ccccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,CC1CCC(C2CC3CC(C)CCC3C2CC2CCC(CCCC3CCCCC3)CC2)CC1,C1CCC(CCCC2CCC(CC3C4CCCCC4CC3C3CCCCC3)CC2)CC1
222,615073,IC50,7.64,23.0,CN(C)CCOc1ccc([C@@H]2Oc3ccccc3C3=C2c2ccc(O)cc2OCC3)cc1,OWFHDXINKUZAPM-MHZLTWQESA-N,CHEMBL1084127,174,Estrogen receptor beta ,1,c1ccc(C2Oc3ccccc3C3=C2c2ccccc2OCC3)cc1,CC(C)CCCC1CCC(C2CC3CCCCC3C3CCCC4CC(C)CCC4C23)CC1,C1CCC(C2CC3CCCCC3C3CCCC4CCCCC4C23)CC1
223,357003,IC50,9.0,1.0,CCC[C@@H]1C[C@@H]2C[C@]13Cc1cc(O)ccc1C3=C(C)C2=O,KYOFSMKRNGJKGT-PJIJBLCYSA-N,CHEMBL379008,174,Estrogen receptor beta ,1,O=C1C=C2c3ccccc3CC23CCC1C3,CCCC1CC2CC13CC1CC(C)CCC1C3C(C)C2C,C1CCC2C(C1)CC13CCC(CCC21)C3
224,42644,IC50,8.0,9.9,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,QADHLRWLCPCEKT-LOVVWNRFSA-N,CHEMBL440283,174,Estrogen receptor beta ,1,C1=C2CCCCC2C2CCC3CCCC3C2C1,CC1CCC2(C)C(CCC3C4CCC(C)C4(C)CCC32)C1,C1CCC2C(C1)CCC1C3CCCC3CCC21
225,307472,IC50,7.19,64.0,COc1c(Br)c(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,DPCGKGDOPBWHDL-UHFFFAOYSA-N,CHEMBL364551,174,Estrogen receptor beta ,1,c1ccc(-c2nc3ccccc3o2)cc1,CCC1C(C)C(C)C(C)C2CC(C3CCC(C)C(C)C3)CC12,C1CCC(C2CC3CCCCC3C2)CC1
226,354000,IC50,8.11,7.7,CC[C@@]12CCC(=O)C(Cl)=C1c1ccc3[nH]ncc3c1C2,BNTJUODTMMDJNM-INIZCTEOSA-N,CHEMBL425246,174,Estrogen receptor beta ,1,O=C1C=C2c3ccc4[nH]ncc4c3CC2CC1,CCC12CCC(C)C(C)C1C1CCC3CCCC3C1C2,C1CCC2C(C1)CC1C3CCCC3CCC21
227,615140,IC50,7.62,24.0,COc1ccc2c(c1)OCCC1=C2[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,BHYFKQDXXVAJEL-HKBQPEDESA-N,CHEMBL1088344,174,Estrogen receptor beta ,1,c1ccc2c(c1)OC(c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2ccccc21,CCC1CCC2C(CCCC3C4CCC(C)CC4CC(C4CCC(CCCC5CCCCC5)CC4)C23)C1,C1CCC(CCCC2CCC(C3CC4CCCCC4C4CCCC5CCCCC5C34)CC2)CC1
228,1682883,IC50,7.21,61.07,Cc1ccc(/C=c2\sc3nc(-c4ccccc4Br)nn3c2=O)o1,BVUAQJINEZJNCE-JYRVWZFOSA-N,CHEMBL3193592,174,Estrogen receptor beta ,1,O=c1c(=Cc2ccco2)sc2nc(-c3ccccc3)nn12,CC1CCC(CC2CC3CC(C4CCCCC4C)CC3C2C)C1,C1CCC(C2CC3CC(CC4CCCC4)CC3C2)CC1
229,1733145,IC50,8.22,6.0,Oc1ccc(/C(=N\c2ccccc2Cl)c2ccc(O)cc2O)cc1,UIOWBFRSDFQEIM-XUTLUUPISA-N,CHEMBL3234630,174,Estrogen receptor beta ,1,c1ccc(N=C(c2ccccc2)c2ccccc2)cc1,CC1CCC(C(CC2CCCCC2C)C2CCC(C)CC2C)CC1,C1CCC(CC(C2CCCCC2)C2CCCCC2)CC1
230,1339765,IC50,8.59,2.6,C[C@H](COc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1)N1CCCC1,UQRWUYACRDDBAE-GOSISDBHSA-N,CHEMBL2024377,174,Estrogen receptor beta ,1,O=C(c1ccc(OCCN2CCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12,CC1CCC(C2CC3CC(C)CCC3C2C(C)C2CCC(CCC(C)C3CCCC3)CC2)CC1,C1CCC(C2CC3CCCCC3C2CC2CCC(CCCC3CCCC3)CC2)CC1
231,351197,IC50,8.82,1.5,CCCC[C@@]12CCC(=O)C(Br)=C1c1ccc(O)cc1C2,FTEBGBCQCYMDPH-KRWDZBQOSA-N,CHEMBL211614,174,Estrogen receptor beta ,1,O=C1C=C2c3ccccc3CC2CC1,CCCCC12CCC(C)C(C)C1C1CCC(C)CC1C2,C1CCC2C(C1)CC1CCCCC12
232,348253,IC50,8.89,1.3,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2COc2cc(O)ccc21,DHRWPORNZCWGED-LJAQVGFWSA-N,CHEMBL207324,174,Estrogen receptor beta ,1,c1ccc2c(c1)OC(c1ccc(OCCN3CCCCC3)cc1)C1=C2COc2ccccc21,CC1CCC2C(C1)CC(C1CCC(CCCC3CCCCC3)CC1)C1C3CCC(C)CC3CCC21,C1CCC(CCCC2CCC(C3CC4CCCCC4C4CCC5CCCCC5C34)CC2)CC1
233,892592,IC50,7.43,36.8,O=C(NCc1ccco1)c1cc2c(s1)CSC2,JJKLUPLZOHTREM-UHFFFAOYSA-N,CHEMBL1468708,174,Estrogen receptor beta ,1,O=C(NCc1ccco1)c1cc2c(s1)CSC2,CC(CCC1CCCC1)C1CC2CCCC2C1,C1CCC(CCCC2CC3CCCC3C2)C1
